Seconds,Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],
4.56667,328.658,1471.2,283.352,308.106,1323,296.103,315.77,1221.96,294.737,332.326,1138.68,290.536,338.162,1023.67,298.444,379.3,1535.59,253.243,410.645,1615.26,226.876,439.302,1788.67,191.884,413.351,1497.38,282.541,453.15,1469.3,412.447,487.637,1395.96,682.141,586.087,1472.52,901.433,571.59,1529.77,972.07,369.024,1497.18,208.824,285.586,1465.78,102.522,161.761,1421.7,146.531,161.337,1549.84,363.841,170.141,1616.37,426.875,452.906,954.344,343.137,572.646,474.605,298.259,533.064,90.5973,517.545,631.58,25.1058,440.366,689.73,10.599,384.28,362.168,935.922,190.306,435.563,475.518,19.5711,309.438,53.2663,73.531,426.383,34.4547,3.41859,496.709,50.8329,42.4509,
4.58333,329.921,1465.62,276.87,308.522,1317.79,292.229,315.615,1216.7,291.871,331.637,1133.3,288.004,337.109,1018.29,296.17,380.311,1529.4,245.066,410.722,1609.05,217.589,437.215,1782.51,181.147,414.774,1491.16,274.332,455.981,1464.86,404.171,497.537,1401,675.277,596.644,1488.09,890.305,588.545,1547.48,960.191,369.293,1490.16,201.328,285.814,1457.53,95.4303,153.005,1423.21,150.511,158.499,1560.55,362.057,172.436,1627.29,423.923,452.246,948.437,338.994,579.803,472.085,281.379,538.433,90.4552,504.454,640.22,24.749,431.838,700.557,10.0834,378.154,358.843,930.306,187.743,443.511,475.174,8.31213,308.171,57.7028,75.5128,424.557,33.9975,0.92942,495.199,47.5804,40.4616,
4.6,331.681,1461.88,270.591,309.311,1314.52,288.868,315.538,1213.38,289.739,330.613,1129.78,286.342,334.733,1014.74,294.934,381.869,1524.92,237.063,411.456,1604.52,208.541,435.983,1777.98,170.767,416.693,1486.67,266.457,458.596,1461.7,396.337,506.832,1405.81,668.095,606.605,1500.17,879.717,605.219,1561.46,948.41,370.217,1484.75,194.102,286.703,1450.73,88.6675,145.782,1423.52,153.621,156.377,1567.12,360.767,174.355,1633.23,422.268,449.455,943.305,336.229,587.929,471.69,266.195,543.543,92.4362,492.716,649.067,26.009,426.36,712.08,10.8925,375.977,353.642,926.288,186.361,449.016,476.555,1.12881,307.242,63.1947,77.2875,422.917,34.2905,1.55801,493.841,44.8697,38.3852,
4.61667,334.19,1459.2,264.747,310.791,1312.37,285.75,315.983,1211.18,287.86,329.913,1127.37,285.053,332.222,1012.34,294.461,384.194,1521.49,229.565,413.21,1600.96,200.139,436.445,1774.38,161.341,419.349,1483.15,259.003,461.078,1460.17,389.305,515.406,1410.12,661.052,616.125,1509.21,870.053,621.508,1571.83,937.331,371.827,1480.47,187.355,287.953,1445.34,82.5768,139.961,1423.04,155.969,155.005,1569.83,360.588,176.003,1634.62,422.541,446.184,939.006,334.511,593.91,471.736,254.906,546.109,93.5536,482.521,654.323,25.9209,421.968,719.598,10.0155,374.811,347.928,922.976,186.124,451.26,477.965,8.29033,305.607,67.8947,79.7056,419.774,33.8125,3.84114,490.588,41.3362,36.9791,
4.63333,336.54,1459.15,259.937,312.746,1312.68,282.912,317.112,1211.48,285.897,329.93,1127.48,283.443,330.108,1012.48,293.499,386.171,1520.99,223.461,414.697,1600.42,193.43,436.962,1773.84,154.075,421.727,1482.64,252.843,463.185,1460.79,383.425,523.573,1413.94,654.463,625.661,1515.44,861.634,636.779,1579.02,927.291,373.287,1479.37,181.837,289.464,1443.41,77.2955,135.851,1421.88,157.742,154.293,1569.11,361.772,177.157,1632.13,424.873,442.932,936.819,332.432,601.397,474.052,247.356,549.142,95.2187,472.9,659.678,26.4252,418.125,727.165,9.83339,374.447,342.52,922.399,185.328,450.68,480.384,13.2532,305.443,71.5936,81.1507,417.763,33.5475,4.41879,488.12,38.6961,37.5451,
4.65,338.805,1461.4,255.975,315.11,1315.15,280.404,318.865,1213.94,284.079,330.699,1129.79,281.927,328.762,1014.87,292.684,387.978,1522.97,218.43,416.314,1602.24,187.822,438.476,1775.5,147.726,423.931,1484.73,247.723,464.973,1464,378.619,531.631,1417.13,648.181,635.42,1519.13,854.257,650.921,1583.29,918.444,374.683,1480.94,177.301,291.104,1444.21,72.8351,133.307,1420.24,159.174,154.075,1565.43,364.435,178.148,1626.16,429.314,440.319,936.947,330.788,606.975,477.803,241.816,551.879,97.3797,463.981,663.638,27.3668,413.394,732.666,10.132,372.459,338.09,924.085,184.796,446.703,482.884,15.3429,305.384,73.4906,82.338,415.844,32.8324,4.25713,485.541,36.3605,38.9569,
4.66667,340.93,1465.95,252.812,318.259,1319.67,278.031,321.748,1218.47,282.143,332.693,1134.19,280.157,328.258,1019.41,291.564,389.427,1527.61,214.552,417.699,1606.71,183.428,440.202,1779.7,142.358,425.856,1489.72,243.796,466.564,1469.94,374.943,540.065,1419.3,642.032,645.424,1520.61,847.653,663.752,1584.72,911.147,376.08,1485.36,173.779,292.841,1447.7,69.3733,132.586,1418.21,160.305,154.33,1559.12,368.426,178.675,1617.45,435.375,438.012,938.786,329.294,611.585,482.579,238.455,554.589,99.484,455.493,666.994,28.5432,407.705,737.166,10.9455,368.925,334.605,928.024,183.963,440.519,485.69,15.1198,306.374,73.913,82.6586,415.107,32.1831,2.74026,483.996,35.0229,41.7997,
4.68333,342.953,1472.35,250.562,321.747,1325.92,276.21,325.206,1224.73,280.504,335.478,1140.37,278.494,329.086,1025.73,290.447,390.543,1534.17,211.433,419.01,1612.88,179.52,442.843,1785.31,136.884,427.561,1496.75,240.342,467.694,1477.71,371.774,548.683,1420.62,635.374,656.058,1519.7,841.034,676.296,1583.15,904.607,376.846,1491.96,171.03,294.007,1453.3,66.6719,132.801,1415.76,161.16,154.44,1550.25,373.499,178.757,1605.84,442.748,437.567,942.906,327.069,614.236,487.629,237.535,555.883,101.071,447.969,667.275,28.7971,399.809,737.572,10.6446,361.516,332.182,933.949,183.042,431.794,488.342,11.9505,306.614,73.0316,82.7194,413.056,31.5203,0.334557,480.711,34.4251,46.7228,
4.7,344.584,1480.15,249.008,326.04,1333.22,273.825,330.032,1232.04,277.765,339.957,1147.64,275.476,331.538,1033.19,287.988,390.89,1542.78,209.621,419.38,1621.34,177.345,444.302,1793.38,133.778,428.667,1506,238.027,468.071,1486.91,369.673,556.44,1420.9,628.781,666.318,1516.3,834.861,688.321,1578.9,898.69,377.263,1500.87,169.249,295.11,1460.83,64.8671,134.686,1412.73,161.524,155.206,1538.85,379.049,179.318,1591.26,450.798,438.497,948.126,323.942,617.197,492.983,237.822,558.2,102.438,440.577,668.398,29.4789,390.734,738.58,11.1787,352.299,331.649,940.995,180.894,423.666,491.135,7.96788,309.149,71.4911,80.913,414.422,31.4059,4.30381,481.245,35.0855,51.8304,
4.71667,346.331,1488.25,247.793,330.273,1340.85,271.593,334.804,1239.68,275.067,344.495,1155.26,272.419,334.517,1040.98,285.277,391.512,1551.56,208.194,420.442,1629.74,175.402,447.487,1801.1,130.43,429.89,1515.46,236.119,468.486,1496.11,367.968,562.96,1419.84,622.056,676.912,1510.25,828.175,701.268,1571.89,892.076,377.82,1510.11,167.861,296.038,1469.46,63.4233,136.816,1409.14,160.882,155.744,1524.65,384.36,179.624,1573.69,458.535,440.304,954.121,320.406,618.833,497.929,239.642,559.139,103.396,434.31,668.005,30.2993,381.813,737.873,12.1827,342.724,332.045,948.622,178.35,414.681,493.617,2.34528,310.894,69.6479,78.855,414.543,31.6585,9.26377,480.25,36.5321,58.2162,
4.73333,348.393,1495.79,246.593,334.655,1347.99,269.298,339.696,1246.82,272.293,349.183,1162.4,269.285,337.777,1048.28,282.359,392.632,1559.71,206.906,422.233,1637.4,173.548,451.871,1807.88,126.909,431.455,1524.31,234.49,468.583,1504.62,366.709,567.642,1417.37,615.462,687.619,1501.57,820.788,715.114,1561.99,884.591,378.927,1518.76,166.599,296.861,1477.78,62.5148,139.202,1404.37,158.977,156.413,1507.49,388.573,180.09,1552.46,465.342,442.399,959.772,316.868,619.861,502.128,242.197,559.009,104.074,429.188,666.983,31.5392,374.13,736.652,13.9983,334.429,333.155,955.904,175.515,406.402,495.866,3.73856,312.589,68.0865,76.6716,414.209,32.4446,14.7285,478.58,38.6504,65.2806,
4.75,351.007,1502.13,245.344,339.058,1354.03,267.125,344.387,1252.87,269.74,353.572,1168.42,266.447,340.801,1054.47,279.715,394.577,1566.44,205.555,425.048,1643.5,171.527,457.64,1812.9,122.959,433.668,1531.65,232.906,468.526,1511.64,365.694,570.506,1413.17,609.016,698.058,1490.25,812.562,729.485,1549.31,875.818,380.767,1525.97,165.316,297.534,1484.88,62.206,141.442,1398.29,155.603,157.566,1486.89,391.259,181.063,1527.17,470.643,444.285,964.436,313.705,619.912,505.024,245.86,557.019,104.221,426.183,665.095,32.9829,369.652,734.985,16.4466,329.908,334.23,962.123,172.948,398.778,497.607,9.96053,313.346,66.8103,75.0066,412.563,33.4568,19.8325,475.424,40.9433,72.0823,
4.76667,353.889,1506.81,244.367,343.406,1358.47,265.207,348.944,1257.3,267.406,357.841,1172.84,263.789,343.861,1059.03,277.073,396.954,1571.46,204.581,428.232,1647.94,169.972,463.483,1816.3,119.676,436.216,1537.17,231.759,468.348,1516.73,365.166,571.052,1406.83,603.232,708.152,1476.25,803.301,744.535,1533.72,865.347,383.065,1531.46,164.369,298.591,1490.4,62.2626,143.701,1390.41,150.612,159.299,1462.56,391.85,182.96,1497.66,473.609,446.292,967.63,310.599,620.234,506.631,249.511,553.96,104.197,424.923,662.68,34.4871,367.726,732.974,19.0466,328.255,335.698,966.878,170.248,393.271,498.869,14.8179,314.364,65.8802,73.2128,411.057,34.6247,24.8921,472.37,43.2841,78.774,
4.78333,357.137,1509.35,243.47,347.22,1360.88,263.618,352.659,1259.7,265.534,361.194,1175.21,261.696,346.194,1061.51,274.838,400.204,1574.08,203.8,432.514,1649.9,168.708,470.646,1817.15,116.842,439.35,1540.09,231.03,467.832,1519.27,365.206,569.445,1398.19,598.267,717.916,1459.68,792.738,760.307,1514.82,853.065,386.243,1534.49,163.597,300.294,1493.71,62.612,146.011,1380.53,144.003,161.996,1434.28,389.968,185.819,1463.69,473.898,447.669,969.029,308.294,620.047,506.651,253.531,548.866,103.795,426.028,658.94,35.7392,369.431,729.929,21.4561,330.775,337.187,969.627,167.854,389.841,499.341,17.6416,314.584,65.1758,71.9794,408.697,35.4026,29.0525,468.509,44.8549,84.4667,
4.8,360.421,1509.46,242.713,350.862,1360.87,262.18,356.146,1259.68,263.826,364.294,1175.16,259.768,348.11,1061.59,272.618,403.659,1574.3,203.415,436.796,1649.68,168.157,477.049,1816.15,115.382,442.605,1540.51,230.865,467.306,1519.27,365.722,566.478,1387.32,593.887,727.299,1440.27,780.907,776.7,1492.54,838.392,389.895,1535.02,163.111,302.758,1494.55,63.0266,148.448,1368.56,136.015,165.861,1402.36,385.409,189.8,1425.31,471.299,448.352,967.908,306.447,620.72,504.929,256.971,542.607,103.286,429.297,655.297,36.9314,375.921,727.6,23.7944,339.353,338.717,970.066,165.36,389.95,498.955,17.2577,314.993,64.6166,70.6188,406.678,35.5493,32.8224,465.171,45.3078,89.5759,
4.81667,363.728,1506.9,242.254,354.181,1358.25,261.26,359.164,1257.04,262.657,366.829,1172.49,258.323,349.441,1059.05,270.702,407.18,1571.78,203.258,440.864,1646.89,167.936,482.449,1812.87,114.658,445.946,1538.04,230.894,467.453,1516.47,366.245,562.72,1374.54,590.038,736.629,1417.96,767.559,793.319,1466.97,821.046,393.572,1532.71,162.868,305.661,1492.54,63.3394,151.153,1354.13,127.114,170.92,1367.22,378.274,194.817,1383.19,465.74,448.434,964.081,304.636,622.554,501.256,260.109,535.084,102.468,434.559,650.921,37.4547,386.536,724.834,25.1633,353.021,339.565,968.098,162.998,393.632,497.909,12.9837,315.64,64.5096,69.5292,405.427,35.0707,35.4601,462.987,44.482,93.217,
4.83333,366.449,1501.61,241.678,356.197,1352.98,260.486,360.767,1251.75,261.74,368.08,1167.18,257.19,350.013,1053.76,268.798,410.545,1566.33,203.151,444.904,1641.26,168.096,487.762,1806.98,115.021,448.889,1532.48,231.213,468.001,1510.74,366.897,559.156,1359.96,586.576,745.946,1392.69,752.955,809.737,1438.43,801.068,397.223,1527.36,162.631,309.022,1487.62,63.1858,153.992,1337.44,117.688,177.163,1329.23,368.764,201.027,1338.83,457.166,448.131,958.056,303.197,624.753,495.804,262.742,526.368,101.492,441.496,645.499,37.4729,400.749,721.136,25.7428,371.1,340.79,963.513,160.446,400.724,495.892,4.73923,315.841,64.8309,68.7418,403.841,33.7059,37.2689,460.682,41.9628,95.9079,
4.85,368.923,1493.59,241.205,357.671,1345.04,260.034,361.721,1243.79,261.228,368.642,1159.19,256.526,349.967,1045.8,267.487,413.64,1558.1,203.049,448.377,1633.08,168.458,491.701,1798.96,116.256,451.624,1523.99,231.441,468.936,1502.26,367.369,556.354,1343.86,583.172,754.856,1365.31,737.381,825.731,1407,778.795,400.533,1519.11,162.412,312.544,1479.79,62.6129,157.115,1318.55,108.117,184.16,1289.18,357.214,208.898,1293.55,445.79,447.323,949.46,302.259,628.198,488.642,264.304,517.375,100.488,449.155,639.433,36.9819,417.219,716.702,25.4256,392.048,341.265,956.147,158.603,411.08,493.367,7.13036,316.459,66.1214,67.8583,403.387,32.1491,38.1629,459.998,38.5666,97.2533,
4.86667,371.189,1483.09,240.727,358.612,1334.71,260.073,362.024,1233.44,261.419,368.497,1148.81,256.678,349.275,1035.46,267.061,416.536,1547.26,202.732,451.414,1622.42,168.68,494.501,1788.74,117.727,454.201,1512.79,231.465,470.207,1491.48,367.618,553.959,1326.76,580.117,762.99,1336.47,721.026,840.336,1373.28,754.78,403.594,1508.03,162.072,316.04,1468.97,61.7893,160.259,1297.74,98.5672,192.321,1248.53,343.913,218.17,1247.72,432.275,445.949,938.527,302.101,632.437,479.837,265.544,508.49,99.3218,457.795,633.021,36.2545,436.216,711.783,24.7107,416.195,341.014,946.366,157.681,423.764,490.481,20.7266,317.264,68.5044,67.0745,403.425,30.8981,38.3437,460.056,34.9829,97.622,
4.88333,373.327,1470.62,240.32,359.042,1322.51,260.47,361.66,1221.21,262.121,367.593,1136.54,257.442,347.741,1023.25,267.297,419.423,1534.35,202.475,454.32,1609.84,169.196,496.667,1776.91,120.101,456.721,1499.41,231.628,472.366,1478.75,367.923,551.799,1308.93,578.057,770.3,1306.91,704.139,853.128,1338.29,729.27,406.696,1494.73,161.809,319.715,1455.93,60.9314,163.806,1275.49,88.8555,201.358,1208.29,329.101,228.377,1203.33,416.976,443.621,925.701,302.796,637.509,470.066,266.522,500.14,98.4204,466.833,626.003,35.3814,455.189,705.781,23.5007,439.96,340.03,934.661,157.473,437.311,487.364,34.8096,318.411,71.7089,66.2291,403.551,30.2291,38.5643,460.089,31.8394,98.049,
4.9,375.8,1457,240.371,359.864,1309.19,261.535,361.666,1207.89,263.621,366.996,1123.17,259.131,346.332,1010.01,268.812,422.438,1520.32,202.518,456.919,1596.38,170.098,497.452,1764.55,123.257,459.538,1484.86,231.97,474.885,1465.01,368.419,549.912,1291.28,576.971,776.649,1277.52,686.717,863.57,1303.45,702.5,409.884,1480.18,161.887,323.271,1441.49,60.6474,167.745,1252.82,79.0665,211.094,1169.39,313.166,239.601,1161.18,400.324,441.303,911.743,304.783,642.873,459.547,267.362,492.738,97.1907,475.383,619.303,34.5108,473.488,699.807,22.4512,462.942,338.703,921.621,158.818,450.977,484.247,47.6083,320.464,75.1252,65.0929,404.824,30.155,38.8888,461.349,29.5129,98.4047,
4.91667,378.544,1443.15,241.312,360.918,1295.69,263.551,361.898,1194.39,266.061,366.632,1109.62,261.749,345.278,996.583,271.364,425.582,1506.08,203.312,459.336,1582.84,171.79,497.309,1752.29,127.483,462.605,1470.01,232.896,477.609,1451.04,369.509,548.261,1274.18,576.949,781.893,1249.23,668.805,871.308,1270.21,675.267,413.06,1465.35,162.735,326.757,1426.83,61.1671,172.228,1230.58,68.8714,221.121,1132.95,296.293,250.901,1122.35,382.766,439.564,897.708,307.465,648.441,448.951,268.709,486.378,95.6956,483.329,613.161,33.837,490.455,694.126,21.8312,484.285,337.373,908.347,161.267,462.757,480.673,57.5714,322.867,77.0929,63.5459,406.629,29.6889,39.8361,463.127,27.4748,99.3398,
4.93333,381.889,1429.95,242.827,362.319,1282.95,266.435,362.381,1181.66,269.556,366.484,1096.84,265.567,344.462,983.936,275.214,429.451,1492.36,204.618,462.483,1569.76,173.916,497.785,1740.37,131.928,466.312,1455.66,234.458,480.487,1437.9,371.32,546.773,1258.81,578.292,785.813,1223.39,650.739,876.485,1239.1,647.878,416.96,1450.94,164.164,330.313,1412.68,62.7947,177.006,1209.8,58.2129,231.247,1099.81,278.673,262.386,1087.76,364.474,438.052,884.539,311.691,652.714,438.696,270.949,479.912,93.978,491.004,606.469,32.7944,504.815,687.616,20.7928,501.85,336.483,895.725,165.102,472.552,476.706,63.8676,324.265,77.9039,62.9533,407.424,28.6635,40.0568,463.843,25.1605,99.5738,
4.95,385.583,1418.93,245.304,364.76,1272.25,269.81,364.212,1170.98,273.437,367.845,1086.12,269.824,344.943,973.429,279.85,433.405,1481.2,207.189,465.313,1559.49,177.564,496.99,1731.47,138.339,470.246,1443.95,237.24,483.156,1427.08,374.342,545.328,1246.25,581.067,787.972,1200.74,632.998,878.553,1211.82,620.8,421.257,1439.12,166.701,333.905,1401.9,65.5452,182.535,1192.84,47.0682,241.399,1070.88,259.921,274.011,1058.05,345.058,437.551,873.476,317.301,656.753,430.104,273.845,474.96,92.1137,497.07,601.296,31.6326,515.3,682.521,19.8257,514.48,336.926,884.806,170.073,480.634,473.292,67.6813,325.78,77.7882,61.5941,408.449,27.4971,41.3025,464.779,23.1659,100.849,
4.96667,389.706,1410.8,248.947,367.855,1264.42,274.348,366.801,1163.17,278.483,370.034,1078.29,275.255,346.374,965.792,285.738,437.668,1472.96,210.82,468.419,1552.03,182.067,496.532,1725.13,145.151,474.555,1435.22,241.025,485.772,1419.66,378.429,543.699,1237.49,585.215,787.965,1182.37,615.866,877.307,1188.75,594.562,425.79,1430.24,170.341,337.551,1394.25,69.512,187.962,1180.01,35.4946,251.576,1047.23,240.358,286.129,1033.19,324.533,438.159,865.393,324.015,659.793,423.43,278.576,470.571,89.916,502.358,596.798,29.9262,522.827,678.066,18.3948,523.193,338.182,876.709,176.345,487.43,471.46,68.6505,327.035,78.082,60.3552,409.122,27.0406,42.638,465.326,22.0758,102.254,
4.98333,394.246,1406.25,253.252,371.46,1260.2,279.681,369.956,1158.98,284.492,372.845,1074.06,281.817,348.468,961.778,292.904,442.453,1468.21,215.119,472.35,1547.83,186.985,497.663,1721.69,151.61,479.273,1430.16,245.674,488.12,1415.95,383.398,541.944,1233.66,591.185,785.544,1168.61,599.673,872.363,1170.21,569.073,430.929,1424.86,174.725,341.095,1390.48,74.7472,192.969,1172.17,23.7621,261.841,1029.25,219.906,298.991,1013.41,302.646,439.384,861.083,332.454,661.475,419.499,285.573,466.144,88.3212,507.569,592.341,28.411,528.454,673.638,17.1084,529.249,340.451,872.019,184.054,492.481,470.74,65.7243,327.151,78.1469,59.3836,408.853,26.5095,43.6185,465.09,20.9931,103.155,
5,398.889,1406.2,257.99,375.57,1260.37,285.19,373.763,1159.2,290.747,376.356,1074.25,288.785,350.943,962.281,300.718,447.41,1468.1,220.161,476.773,1548.13,192.638,500.077,1722.49,158.397,484.037,1429.94,251.327,489.77,1416.72,389.313,540.292,1235,598.424,780.63,1159.59,584.473,863.751,1156.51,545.001,436.597,1424.19,179.805,344.804,1391.74,80.9672,198.203,1169.86,11.6738,272.363,1017.18,198.305,312.358,999.193,279.26,440.487,861.227,342.423,662.468,419.554,295.854,462.627,88.2061,513.542,588.875,28.1859,533.792,670.209,17.1617,534.718,343.467,871.458,192.715,495.788,471.853,59.5602,327.543,78.2021,58.1151,408.704,26.1871,45.1242,464.902,20.2286,104.654,
5.01667,403.263,1410.74,263.692,380.329,1264.93,291.314,378.704,1163.79,297.491,381.347,1078.84,296.191,355.185,967.129,308.945,451.827,1472.86,226.281,480.77,1553.23,199.305,502.607,1727.95,165.887,488.37,1434.9,258.062,491.27,1422.24,396.189,538.91,1240.93,606.336,773.393,1154.93,570.766,851.702,1147.39,522.94,441.935,1428.54,185.934,348.6,1397.57,88.0705,203.517,1172.63,0.559311,283.041,1010.61,175.705,325.964,990.081,254.525,443.526,865.998,352.967,661.405,422.044,308.791,459.415,86.3275,517.621,585.679,25.5645,535.408,667.016,14.5382,535.925,348.636,875.186,201.832,497.858,474.293,50.2516,329.01,77.8857,56.8335,409.366,25.4276,46.8112,465.407,18.9519,106.435,
5.03333,406.673,1420.18,269.878,385.509,1274.1,297.45,384.757,1172.98,304.101,387.892,1088.03,303.435,361.182,976.571,317.153,454.798,1483.01,233.073,483.217,1563.77,206.71,503.677,1738.8,174.088,491.485,1445.6,265.434,492.398,1433.15,403.608,537.821,1251.07,613.581,764.236,1154.41,558.471,836.961,1142.63,503.254,446.202,1438.42,192.654,352.06,1407.83,95.4441,208.75,1179.92,12.8599,294.061,1009.23,152.154,339.914,985.657,228.434,448.41,875.618,363.728,660.4,428.335,324.793,459.459,85.4726,522.741,585.597,23.4177,536.507,666.901,12.1446,535.974,355.756,883.301,211.13,499.003,478.338,37.8954,332.59,77.308,54.8267,411.602,24.4979,49.6689,467.19,17.4617,109.652,
5.05,409.706,1433.68,276.25,390.561,1287.33,303.894,390.777,1186.26,311.218,394.481,1101.33,311.425,367.288,990.154,326.442,457.412,1497.14,239.985,485.833,1578.03,214.023,506.352,1753.08,181.588,494.141,1460.5,273.034,493.69,1448.36,411.238,537.049,1264.43,620.031,753.65,1157.29,547.591,820.526,1141.92,486.206,450.105,1452.39,199.59,355.654,1421.24,102.86,213.758,1190.68,25.3342,305.312,1012.24,127.71,354.158,985.447,201.008,453.417,889.691,376.024,658.697,438.69,344.792,461.255,86.3286,529.11,586.835,22.2448,537.709,668.016,10.2746,535.701,363.172,895.168,221.894,498.771,484.161,21.4457,337.577,77.2679,53.1841,414.504,24.0868,52.67,469.297,16.5259,113.318,
5.06667,412.211,1449.99,282.77,395.354,1303.45,310.939,396.705,1202.46,319.203,401.136,1117.58,320.489,373.872,1006.64,337.056,459.42,1513.92,246.7,488.216,1594.67,220.707,509.918,1769.44,187.542,496.183,1478.31,280.479,495.105,1466.76,418.731,536.502,1279.78,625.194,742.27,1162.64,538.13,803.429,1144.34,471.788,453.238,1469.03,206.529,358.554,1437.47,110.159,218.591,1204.09,37.7337,316.757,1018.76,102.483,368.689,988.775,172.343,459.381,907.125,389.54,657.11,452.239,367.241,464.5,89.5352,535.949,588.697,22.2983,538.257,669.576,8.88956,534.214,371.102,909.774,234.202,497.344,491.772,2.1543,343.886,78.7796,52.6454,417.293,24.9653,55.3659,470.541,16.717,117.287,
5.08333,414.088,1467.83,289.468,399.572,1321.12,318.011,402.137,1220.23,327.176,407.407,1135.41,329.515,380.176,1024.65,347.266,460.999,1532.26,253.895,490.556,1612.75,227.967,514.305,1787.09,193.938,497.518,1497.79,288.646,496.466,1486.76,426.94,536.177,1295.37,629.661,730.784,1169.46,530.071,786.906,1149.35,459.91,456.189,1487.34,213.934,361.679,1454.8,117.722,223.201,1219.1,50.0953,328.411,1027.92,76.4909,383.437,995.176,142.647,464.84,926.258,403.127,655.483,467.959,391.65,469.846,94.689,544.371,591.97,23.8515,540.031,672.338,8.42407,533.659,379.741,926.086,246.002,495.207,499.652,19.4018,352.077,80.7952,53.8682,422.223,25.7733,55.691,474.048,16.5809,118.678,
5.1,415.49,1486.37,296.291,403.019,1339.55,325.209,406.684,1238.78,335.337,412.8,1154.07,338.89,385.913,1043.48,358.214,462.213,1551.16,261.112,492.808,1631.22,235.078,519.365,1804.93,199.873,498.399,1517.75,296.68,498.248,1507.17,435.013,535.815,1310.44,632.971,719.743,1176.99,523.396,771.982,1155.8,450.605,458.462,1506.31,221.36,364.132,1472.57,125.384,227.655,1234.45,62.3218,340.285,1038.74,50.1772,398.172,1003.53,112.513,470.2,946.747,417.433,653.208,485.205,418.313,476.541,101.048,553.691,596.157,26.6568,543.246,675.879,9.07337,534.719,387.711,942.903,258.97,493.821,509.284,41.6227,362.22,85.5731,57.9206,428.26,28.7446,53.2562,478.154,18.297,117.592,
