Seconds,Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine4_ry - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine3_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine2_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine1_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Spine_ty - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Neck_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],Head_ry - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],HeadEE - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftShoulder_ry - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftArm_tx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftForeArm_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHand_rx - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],LeftHandEE - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightShoulder_ry - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightArm_tx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightForeArm_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHand_rx - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],RightHandEE - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftUpLeg_tx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftLeg_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftFoot_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftToeBase_rx - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],LeftFootEE - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightUpLeg_tx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightLeg_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightFoot_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightToeBase_rx - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],RightFootEE - origin Distance [mm],
0.566667,6.01035,1025.72,562.499,50.6071,885.235,591.211,54.2022,784.137,597.209,46.6669,699.695,590.954,56.9659,585.797,575.254,54.5824,1084.61,540.64,75.2131,1170.29,524.59,61.5218,1347.41,500.899,76.7353,1044.74,587.996,82.8803,1035.58,726.294,184.256,773.054,716.112,289.844,666.807,513.118,328.474,630.227,437.977,60.5425,1032.79,504.366,21.0381,991.422,377.969,44.0585,717.614,316.304,296.122,708.371,311.593,387.363,714.687,301.018,23.7915,484.557,631.807,516.443,524.486,680.329,447.126,85.9534,680.148,569.516,24.7337,715.132,650.052,25.5991,730.973,5.55843,522.713,459.724,455.615,524.93,275.497,379.632,89.5573,233.154,499.58,25.5342,194.883,577.599,24.3329,169.403,
0.583333,7.34146,1026.01,562.535,52.1539,885.62,591.37,55.905,784.531,597.421,48.4862,700.078,591.163,58.8467,586.196,575.387,53.4182,1084.71,540.626,74.5566,1170.23,524.372,62.0979,1347.38,500.241,75.4257,1044.93,588.035,81.9747,1035.77,726.315,184.829,773.83,715.786,291.793,665.958,514.376,330.449,628.417,439.723,59.2367,1032.92,504.412,21.6321,990.051,377.938,49.0222,716.583,316.555,301.224,711.615,312.912,392.454,718.529,302.622,21.8417,484.861,631.867,514.509,524.948,680.103,440.878,87.1197,680.076,562.738,25.2597,715.775,643.251,25.6387,731.747,7.43488,523.199,459.812,452.636,523.635,272.84,370.269,89.3756,231.01,490.555,25.4915,193.578,568.842,24.3988,168.93,
0.6,7.70128,1026.1,562.414,53.2211,885.967,591.419,57.4571,784.906,597.604,50.4196,700.41,591.482,61.1919,586.536,575.924,53.3898,1084.42,540.415,75.1497,1169.75,524.007,64.0738,1346.95,499.578,75.1764,1044.61,587.849,81.2625,1035.71,726.166,185.106,774.141,716.02,294.2,665.218,516.326,332.933,626.919,442.1,58.8796,1032.6,504.247,22.8606,988.768,377.642,54.5418,715.678,316.636,306.803,714.571,314.014,398.018,721.958,303.921,19.1765,485.046,632.582,511.941,524.587,680.272,432.506,87.7737,680.378,553.809,25.2767,716.856,634.282,25.1729,733.035,10.0436,523.124,460.459,449.166,521.374,271.39,359.157,88.6335,229.564,479.403,24.8205,191.883,557.813,23.777,167.625,
0.616667,8.01032,1026.26,562.222,54.2634,886.451,591.599,58.987,785.426,598.017,52.3322,700.888,592.057,63.5395,587.035,576.657,53.3887,1084.2,540.072,75.5805,1169.38,523.421,65.3872,1346.55,498.463,74.9581,1044.42,587.623,80.9977,1035.83,725.963,184.75,774.191,716.918,296.58,664.729,519.039,335.694,625.889,445.296,58.6138,1032.27,504.052,24.6417,987.65,377.153,60.5052,715.013,316.444,312.77,716.942,314.835,403.93,724.828,304.628,16.4125,485.305,633.474,509.298,523.957,680.639,423.065,88.4348,680.749,543.867,25.4614,718.062,624.284,24.9813,734.509,12.5773,523.291,461.292,445.989,519.127,270.705,347.247,88.3411,228.408,466.979,24.4663,189.227,545.345,23.3999,164.828,
0.633333,7.93137,1026.46,561.865,55.1029,887.054,591.714,60.4415,786.081,598.464,54.2797,701.488,592.756,66.121,587.662,577.636,53.8198,1083.96,539.553,76.3586,1168.99,522.639,66.7653,1346.11,497.048,75.1281,1044.18,587.277,81.2176,1035.99,725.638,183.496,773.708,718.602,298.762,664.525,522.55,338.598,625.395,449.348,58.7827,1031.82,503.735,26.4297,986.898,376.522,66.8532,714.848,316.039,319.101,718.582,315.259,410.211,726.815,304.873,13.1937,485.61,634.768,506.284,522.731,681.023,412.378,88.7986,681.016,532.798,25.5293,719.055,613.169,24.7995,735.719,15.4098,523.36,462.47,442.674,516.861,270.789,334.53,88.3982,227.894,453.24,24.3686,185.949,531.371,23.157,160.818,
0.65,7.346,1026.72,561.463,55.631,887.847,591.99,61.7427,786.944,599.11,56.2321,702.288,593.678,68.8858,588.489,579.017,54.7606,1083.66,538.697,77.6126,1168.54,521.465,68.5104,1345.62,495.394,75.975,1043.79,586.464,82.4342,1036.07,724.835,181.171,772.365,721.012,300.824,664.481,526.878,341.781,625.733,454.093,59.1664,1031.29,503.034,28.1213,986.687,375.384,73.5433,715.313,315.418,325.788,719.363,315.302,416.873,727.735,304.815,10.0024,486.136,636.202,503.369,520.784,681.413,400.541,88.8794,681.126,520.655,25.3374,719.676,601.001,24.4026,736.443,19.0652,523.437,463.883,438.654,514.587,271.428,321.204,88.6304,228.044,438.471,24.5413,182.305,516.19,23.2242,155.929,
0.666667,6.4078,1027.35,560.939,55.7814,889.035,592.234,62.6766,788.212,599.76,57.8515,703.497,594.6,71.4422,589.752,580.366,56.0113,1083.75,537.683,79.0174,1168.52,520.082,70.0046,1345.51,493.408,77.163,1043.79,585.526,84.7934,1036.35,723.853,178.15,770.668,723.663,302.767,664.703,531.606,345.336,626.48,459.471,59.8983,1031.1,502.218,29.7598,986.83,374.236,80.4269,716.385,314.272,332.687,719.195,315.002,423.755,727.296,304.16,6.89951,486.974,637.539,500.546,518.491,681.99,388.203,88.9649,680.826,508.035,25.2623,719.983,588.333,24.222,736.973,22.6136,523.961,465.228,434.757,512.407,272.087,307.856,89.1991,228.423,423.306,25.0922,178.297,500.471,23.6282,150.349,
0.683333,4.50484,1027.62,560.36,55.2282,889.985,592.505,63.1259,789.266,600.431,59.1941,704.489,595.543,73.9916,590.827,581.85,58.2787,1083.33,536.436,81.52,1167.95,518.441,72.7597,1344.88,491.306,79.4393,1043.17,584.242,88.3234,1036.06,722.512,174.784,768.077,726.091,305.152,664.773,536.417,349.82,627.329,465.147,61.3807,1030.41,501.115,31.8785,986.876,372.73,87.346,717.397,312.667,339.617,718.022,314.329,430.691,725.702,303.237,3.80147,487.526,638.828,497.759,515.338,682.289,374.602,88.7878,680.681,494.108,24.8053,720.377,574.363,23.5451,737.555,26.6846,524.121,466.603,430.091,509.745,272.245,294.019,89.3211,229.309,407.448,25.3047,174.659,483.953,23.7263,144.957,
0.7,2.00149,1028.26,559.516,54.22,891.351,592.353,63.1774,790.754,600.687,60.149,705.922,596.125,76.1614,592.361,582.971,61.2368,1083.26,535.164,84.7577,1167.73,516.808,76.2901,1344.58,489.053,82.2084,1042.9,583.031,92.6905,1035.84,721.191,171.593,765.591,727.757,308.228,664.619,541.265,355.085,627.852,471.056,63.6905,1030.06,500.018,33.9731,986.953,371.539,94.2723,718.645,310.895,346.524,715.947,313.203,437.699,722.679,302.322,0.787842,488.523,640.119,495.094,512.023,682.141,360.488,88.9478,680.296,479.689,24.6056,720.322,559.919,23.084,737.599,29.9692,524.668,467.848,425.829,506.701,271.502,280.343,89.2427,230.544,391.614,25.2517,171.595,467.397,23.4879,140.107,
0.716667,0.882393,1029.26,558.604,52.7713,893.043,592.021,62.7494,792.573,600.728,60.5933,707.696,596.512,77.7798,594.236,583.998,64.5517,1083.59,533.873,88.3397,1167.91,515.186,80.1618,1344.68,486.889,85.3447,1043,581.754,97.4889,1035.76,719.769,169.092,763.546,728.368,312.031,663.952,545.904,361.285,627.477,477.2,66.3597,1030.14,498.849,36.4984,987.062,370.394,101.307,719.927,309.227,353.479,713.051,311.561,444.779,718.232,300.874,1.58666,489.97,641.381,493.082,508.312,681.664,346.668,89.1761,679.733,465.558,24.3669,719.933,545.77,22.5339,737.261,32.7663,525.461,469.049,421.694,503.513,270.024,267.377,88.968,231.9,376.717,25.1094,169.309,451.83,23.22,136.262,
0.733333,4.35914,1029.82,557.733,50.8825,894.358,591.603,61.9709,794.03,600.592,60.741,709.122,596.642,79.1019,595.79,584.632,68.5378,1083.41,532.689,92.7719,1167.53,513.686,85.3079,1344.25,484.88,89.0688,1042.55,580.56,102.24,1035.21,718.475,167.417,761.431,728.406,316.448,662.65,550.429,368.131,626.285,483.473,69.6304,1029.77,497.747,39.4453,986.981,369.271,108.453,721.035,307.516,360.456,709.448,309.496,451.872,712.617,299.022,3.70928,491.036,642.182,491.232,504.615,680.981,333.024,89.7875,679.042,451.599,24.4342,719.292,531.795,22.2434,736.652,35.2022,526.08,469.816,417.864,499.87,268.144,254.696,88.4235,233.451,362.276,24.6601,167.785,436.773,22.643,133.38,
0.75,8.14374,1030.2,557.078,48.6578,895.425,591.129,60.8529,795.235,600.222,60.5497,710.312,596.419,80.0701,597.132,584.814,72.8323,1083.06,531.81,97.6261,1166.98,512.625,91.1973,1343.71,483.648,93.1,1041.85,579.56,106.851,1034.29,717.406,166.553,759.285,727.973,321.026,660.673,554.602,374.83,624.209,489.393,73.1616,1029.34,496.823,42.5107,986.681,368.417,115.819,722.107,305.731,367.52,705.121,307.002,459.006,705.861,296.685,5.4015,491.872,642.385,489.715,500.893,680.267,320.329,90.5031,678.264,438.59,24.6881,718.685,518.747,22.2104,736.185,37.3793,526.599,470.044,414.532,496.501,266.334,243.103,88.1686,234.831,349.258,24.6773,166.632,423.239,22.6705,131.129,
0.766667,12.038,1030.44,556.333,46.2105,896.354,590.649,59.4607,796.308,599.865,60.051,711.381,596.185,80.6882,598.369,584.885,77.2119,1082.57,530.803,102.653,1166.23,511.345,97.5356,1342.96,482.026,97.2162,1041.09,578.467,111.822,1033.25,716.211,166.502,757.228,727.313,324.994,658.151,557.88,380.465,621.37,494.265,76.7964,1028.81,495.816,45.3918,986.11,367.603,123.421,723.16,303.794,374.632,699.989,304.11,466.109,698.06,293.876,6.75877,492.56,642.404,488.475,497.265,679.523,309.107,91.1387,677.513,427.223,25.1093,718.007,507.356,22.5384,735.605,39.1288,527.17,470.112,411.689,493.19,264.596,232.84,87.8302,236.103,337.938,24.8093,165.863,411.507,22.9882,129.505,
0.783333,15.9305,1030.52,555.559,43.7466,897.102,590.021,58.0303,797.206,599.31,59.4833,712.286,595.718,81.1568,599.443,584.661,81.6202,1081.92,529.857,107.875,1165.27,510.182,104.503,1342,480.599,101.291,1040.19,577.44,117.28,1031.74,714.993,167.216,754.845,726.737,327.741,655.109,559.62,384.251,618.085,497.07,80.4846,1028.16,494.848,48.7311,985.195,366.81,131.109,723.907,301.65,381.638,694.278,300.751,473.001,689.155,290.594,7.93701,493.116,642.131,487.342,493.648,678.94,299.631,91.3116,676.738,417.83,25.4657,717.291,497.943,23.0672,735.004,40.6129,527.665,469.885,409.43,490.351,263.251,224.196,87.7164,237.006,328.653,25.4753,165.132,401.93,24.0554,128.17,
0.8,20.6752,1030.22,554.506,40.73,897.639,589.178,56.3316,797.951,598.585,58.9165,713.053,595.09,82.0665,600.488,584.21,87.0223,1080.68,528.647,114.437,1163.6,508.713,113.626,1340.29,478.725,106.198,1038.75,576.225,123.389,1029.76,713.598,168.68,752.108,726.381,328.891,651.786,559.313,385.529,614.389,497.103,85.0813,1026.94,493.679,52.7048,983.868,365.835,138.74,724.185,299.005,388.378,687.854,296.892,479.548,679.692,286.994,10.1111,493.303,641.685,485.155,489.655,678.51,290.933,90.4199,676.325,409.454,25.2951,717.098,489.541,23.4231,734.993,42.6647,528.044,469.455,406.869,487.083,262.402,216.415,86.7514,238.369,320.603,25.5179,165.249,393.675,24.6684,127.869,
0.816667,25.158,1029.82,553.302,37.7828,897.991,588.084,54.5436,798.498,597.559,58.1081,713.632,594.147,82.4601,601.302,583.463,92.1074,1079.42,527.324,120.725,1161.9,507.245,122.647,1338.55,477.111,110.821,1037.31,574.852,129.863,1027.37,711.916,171.039,749.163,726.33,328.259,648.195,556.827,384.023,610.573,493.966,89.3978,1025.77,492.347,57.7802,982.398,364.413,146.198,723.905,296.098,394.723,680.707,292.501,485.655,670.082,282.757,11.479,493.476,640.95,483.7,485.96,678.36,284.233,89.3204,676.102,403.355,25.1976,716.714,483.458,24.0421,734.594,44.0656,528.272,468.737,405.165,484.276,261.648,210.462,85.8931,239.352,314.73,25.8823,165.338,387.701,25.7643,127.751,
0.833333,29.9669,1029.17,551.685,34.6957,898.219,586.597,52.705,798.958,596.214,57.2851,714.136,592.962,82.8068,602.043,582.51,97.6284,1077.78,525.675,127.68,1159.72,505.473,132.864,1336.27,475.111,115.715,1035.57,573.248,136.679,1024.64,709.955,174.302,746.04,726.438,326.058,644.381,552.429,379.998,606.635,488.069,94.1631,1024.22,490.751,63.7719,980.866,362.515,153.398,723.163,292.806,400.558,672.878,287.585,491.266,660.488,277.836,12.9291,493.638,640.258,482.124,482.312,678.369,278.632,87.7209,676.28,398.505,24.9104,716.731,478.623,24.6668,734.581,45.1483,528.356,467.961,403.824,481.491,260.938,205.685,84.7148,240.327,310.187,26.0584,165.562,383.074,26.7744,127.819,
0.85,35.0559,1028.42,549.832,31.3508,898.349,584.773,50.6152,799.335,594.504,56.2055,714.566,591.433,82.8642,602.71,581.288,103.439,1076.02,523.843,134.994,1157.4,503.672,143.618,1333.83,473.397,120.872,1033.69,571.431,143.723,1021.56,707.734,178.709,742.796,726.954,322.773,640.545,546.86,373.961,602.577,480.416,99.2087,1022.59,488.929,70.5624,979.002,360.371,160.253,721.817,288.855,405.904,664.764,282.227,496.311,650.456,272.298,14.0505,493.819,639.399,480.849,479.068,678.336,274.408,86.0102,676.64,395.185,24.6822,716.674,475.337,25.4639,734.355,45.9343,528.275,466.986,402.809,479.026,260.018,202.289,83.3487,241.394,307.097,26.1324,165.944,379.872,27.7613,128.013,
0.866667,40.8054,1027.31,547.632,27.5235,898.257,582.645,48.1638,799.54,592.568,54.8585,714.842,589.758,82.7871,603.262,579.996,109.976,1073.8,521.717,143.115,1154.57,501.637,155.326,1330.81,471.496,126.645,1031.39,569.392,150.675,1018.33,705.407,184.227,739.62,727.747,319.418,636.564,541.342,367.215,598.295,472.585,104.987,1020.47,486.866,77.6988,976.995,357.972,166.754,720.139,284.503,410.703,656.347,276.555,500.729,640.027,266.283,15.2727,493.863,638.675,479.497,476.301,678.101,271,84.3267,677.272,392.734,24.5499,716.751,472.926,26.3779,734.175,46.5371,527.922,466.07,401.859,476.89,258.78,199.78,81.8947,242.717,304.86,25.9737,166.678,377.482,28.4645,128.501,
0.883333,47.1461,1025.91,545.349,23.3447,898.105,580.653,45.494,799.742,590.84,53.3796,715.138,588.309,82.5495,603.843,578.939,117.138,1071.1,519.34,151.915,1151.2,499.345,167.81,1327.18,469.458,133.043,1028.59,567.101,157.585,1015.04,702.975,190.335,736.514,728.588,317.357,632.202,537.203,361.522,593.81,466.125,111.202,1017.85,484.598,85.3015,974.578,355.352,172.9,717.85,279.715,414.993,647.475,270.677,504.693,629.555,260.211,16.1868,493.962,638.029,478.478,474.034,677.657,268.345,82.9341,677.982,390.988,24.5181,716.676,471.232,27.262,733.732,47.1296,527.678,465.299,400.745,475.3,257.216,197.968,80.5504,244.195,303.206,25.6815,167.609,375.609,28.8788,129.071,
0.9,54.0686,1024.16,542.812,18.7296,897.807,578.671,42.471,799.865,589.31,51.6091,715.376,587.166,82.1095,604.403,578.215,124.903,1067.95,516.688,161.189,1147.37,496.712,180.37,1323.04,466.854,139.963,1025.44,564.702,164.702,1011.78,700.53,196.547,733.478,729.475,317.536,627.49,535.125,358.312,588.966,462.119,118.074,1014.64,482.219,93.6035,971.935,352.506,178.66,714.947,274.883,418.836,638.414,264.792,508.188,618.916,254.17,17.1559,494.003,637.9,477.484,472.51,677.029,266.434,81.9069,678.523,389.937,24.6645,716.221,470.243,28.2013,732.835,47.367,527.348,464.968,399.622,474.555,255.088,196.844,79.7059,245.565,301.877,25.5709,168.18,373.912,29.2738,129.002,
0.916667,61.3008,1022.35,540.175,13.7994,897.518,576.596,39.0779,800.02,587.762,49.3988,715.656,586.148,81.1158,604.97,577.905,132.915,1064.79,513.947,170.411,1143.69,494.137,192.07,1319.14,464.664,147.17,1022.22,562.2,171.993,1008.52,698.01,202.606,730.464,730.414,320.147,622.473,535.054,358.274,583.879,460.666,125.22,1011.36,479.741,102.026,968.907,349.713,184.169,711.619,269.972,422.263,628.964,258.88,511.354,608.207,248.456,17.3899,494.324,638.453,477.299,471.863,676.417,265.718,81.5528,679.078,389.877,25.1949,715.95,470.22,29.3123,732.247,47.0756,526.737,465.254,398.689,475.172,252.479,197.067,79.6547,246.97,301.555,25.9631,168.545,373.064,30.019,128.449,
0.933333,70.2342,1019.99,537.326,7.88985,897.33,574.737,35.2416,800.486,586.681,47.2053,716.328,585.779,80.6919,606.096,578.513,142.771,1060.62,510.76,181.581,1138.89,490.988,205.797,1314.05,461.788,156.087,1017.92,559.318,179.927,1005.08,695.387,208.295,727.238,731.477,324.962,617.28,536.69,361.492,579.088,461.301,133.829,1006.97,476.954,110.571,965.461,346.633,189.315,707.77,264.795,425.323,619.42,253.037,514.134,597.288,243.066,18.5933,495.033,639.98,476.166,471.09,676.102,264.288,80.9484,679.629,388.948,25.0487,715.491,469.345,29.4513,731.447,48,526.342,466.53,396.196,476.503,250.088,196.906,79.7708,248.493,300.59,26.3094,168.852,371.458,30.6058,127.659,
0.95,80.117,1017.49,534.374,1.67555,897.512,572.656,31.428,801.487,585.445,45.2045,717.602,585.466,80.4393,607.834,579.573,153.74,1055.96,507.595,193.922,1133.6,488.057,220.615,1308.5,459.523,165.857,1013,556.447,188.076,1001.3,692.892,213.674,723.679,732.565,331.448,612.086,539.382,367.065,574.569,463.221,143.325,1002.1,474.151,119.271,962.152,343.487,194.172,703.887,259.868,428.01,610.051,247.299,516.338,585.917,237.688,19.9174,496.717,642.498,474.94,470.943,675.936,263.182,80.7455,680.348,388.345,24.9233,714.54,468.862,29.3849,729.862,49.0576,526.081,468.663,393.262,478.451,247.915,197.106,80.1636,250.234,299.914,26.5985,169.536,370.131,30.9388,127.246,
0.966667,91.3963,1014.62,531.216,5.69254,897.938,571.086,26.7792,802.957,585,42.7263,719.464,586.05,80.2124,610.371,581.711,165.996,1050.6,503.682,207.417,1127.56,484.06,236.223,1302.2,455.944,177.061,1007.33,552.83,196.924,998.006,689.82,218.949,720.674,733.465,339.079,607.314,542.777,374.278,570.479,466.091,153.656,996.486,470.771,127.701,958.781,339.803,198.733,699.897,254.735,430.362,600.795,241.674,518.109,574.404,232.697,21.3425,498.919,645.603,473.611,471.483,676.213,262.392,80.9991,681.068,387.923,25.0045,713.586,468.548,29.4274,728.341,51.2666,526.623,471.629,389.151,480.442,246.799,196.807,80.326,251.978,298.716,26.7008,170.185,368.265,31.0926,126.811,
0.983333,103.393,1011.16,528.108,13.9603,897.893,569.606,21.2057,804.048,584.645,39.3724,721.028,586.683,79.3489,612.774,583.828,178.82,1044.72,499.794,221.12,1121.19,480.094,251.098,1295.71,452.462,188.893,1001.1,549.26,206.104,994.733,686.778,224.293,717.762,734.314,347.267,603.008,546.291,382.675,566.772,469.415,164.594,990.317,467.454,136.285,955.629,336.14,203.102,696.104,249.62,432.438,591.853,236.209,519.358,562.683,227.805,22.4123,500.804,648.561,472.64,471.742,675.952,261.865,81.0359,682.094,387.554,24.7069,713.404,468.255,28.9379,727.798,53.1374,527.141,474.514,385.677,482.322,246.29,196.891,80.5473,253.515,298.001,26.779,170.83,366.962,31.1616,126.526,
1,116.071,1007.67,525.066,22.8915,898.029,568.025,15.0322,805.442,584.115,35.4943,722.986,587.097,78.1186,615.718,585.66,192.29,1038.8,496.101,235.348,1114.84,476.383,266.117,1289.3,449.295,201.268,994.778,545.898,215.322,991.876,683.89,229.927,715.314,734.911,355.744,599.093,549.691,391.392,563.507,472.622,176.182,984.13,464.311,145.223,952.786,332.755,207.285,692.662,244.51,434.207,583.284,230.86,520.128,551.121,223.127,23.3797,503.158,651.258,471.728,472.155,675.387,261.644,81.1065,683.189,387.442,24.4383,713.429,468.205,28.4606,727.531,54.7521,528.265,477.145,382.671,483.468,246.251,196.654,80.4287,254.772,297.023,26.5415,171.266,365.444,30.8777,126.129,
1.01667,128.415,1004.76,521.987,31.8371,898.698,566.405,8.57388,807.367,583.586,31.0879,725.489,587.527,76.0264,619.16,587.419,205.318,1033.61,492.473,248.854,1109.33,472.58,279.707,1283.79,445.546,213.21,989.312,542.721,224.731,989.777,680.978,235.957,713.689,735.315,364.109,595.523,552.947,399.905,560.981,475.475,187.532,978.607,461.326,153.999,950.593,329.65,211.542,690.029,239.657,435.783,575.306,225.585,520.311,539.469,218.697,23.3464,506.199,654.008,471.784,472.715,674.082,262.466,81.3067,684.114,388.407,24.336,713.166,469.246,28.1518,726.886,55.0285,530.047,479.774,381.03,484.082,246.533,196.706,80.2648,254.986,296.551,26.4483,170.808,364.559,30.852,125.057,
1.03333,141.006,1002,519.337,41.2358,899.561,565.174,1.64123,809.547,583.302,26.2549,728.317,588.027,73.6319,623.057,589.061,218.457,1028.6,489.147,262.419,1104.01,469.028,293.306,1278.48,442.119,225.365,983.917,539.712,234.277,988.093,678.1,242.303,712.606,735.942,372.092,592.596,555.953,408.07,558.991,478.152,198.861,973.417,458.556,162.709,949.1,326.838,215.811,688.254,234.955,437.106,567.974,220.643,519.897,528.16,214.551,23.0124,509.466,656.174,472.062,473.163,672.415,263.246,81.5712,685.347,389.31,24.357,713.37,470.217,28.0192,726.721,55.4547,532.642,481.989,379.541,483.993,247.306,196.076,79.7656,254.812,295.612,26.2767,170.062,363.298,30.9038,123.858,
